list_name,itemname,material,quantity,description,latitude,longitude,altitude,radius,location,timestamp,dt,project_name,username,manual_upload,event_name,id,log_index
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696686974852","-76.780983895601","2.3679270977154","4.8314603790833","Atlantic Beach, North Carolina, United States of America","20210430210903","2021-04-30 21:09:03","Default","102335272 (SciStarter)","0","","1546144","38762"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696686974852","-76.780983895601","2.3679270977154","4.8314603790833","Atlantic Beach, North Carolina, United States of America","20210430210903","2021-04-30 21:09:03","Default","102335272 (SciStarter)","0","","1546145","38762"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696694376495","-76.78079824192","2.4120686538517","4.8117385588245","Atlantic Beach, North Carolina, United States of America","20210430210903","2021-04-30 21:09:03","Default","102335272 (SciStarter)","0","","1546146","38762"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.697194230913","-76.740975952098","2.240016380325","4.8219182755847","Atlantic Beach, North Carolina, United States of America","20210502145939","2021-05-02 14:59:39","Default","102335272 (SciStarter)","0","","1549551","38855"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.697194230913","-76.740975952098","2.240016380325","4.8219182755847","Atlantic Beach, North Carolina, United States of America","20210502145939","2021-05-02 14:59:39","Default","102335272 (SciStarter)","0","","1549552","38855"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.697130999925","-76.740864861498","1.2924326900393","4.8969001683355","Atlantic Beach, North Carolina, United States of America","20210502145939","2021-05-02 14:59:39","Default","102335272 (SciStarter)","0","","1549555","38855"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.697080537904","-76.741477429881","2.3109727455303","4.8222311162167","Atlantic Beach, North Carolina, United States of America","20210502145939","2021-05-02 14:59:39","Default","102335272 (SciStarter)","0","","1549564","38855"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.697223348136","-76.74107566068","2.4890987928957","4.9094881459354","Atlantic Beach, North Carolina, United States of America","20210502145939","2021-05-02 14:59:39","Default","102335272 (SciStarter)","0","","1549575","38855"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.69673938821","-76.779472740224","3.0837038299069","4.9299659218597","Atlantic Beach, North Carolina, United States of America","20210502152737","2021-05-02 15:27:37","Default","102335272 (SciStarter)","0","","1549645","38857"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696723536464","-76.779491705471","3.17121699173","4.9019029115819","Atlantic Beach, North Carolina, United States of America","20210502152737","2021-05-02 15:27:37","Default","102335272 (SciStarter)","0","","1549646","38857"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696557268567","-76.780411159289","2.5544040743262","4.8307982584223","Atlantic Beach, North Carolina, United States of America","20210502152737","2021-05-02 15:27:37","Default","102335272 (SciStarter)","0","","1549648","38857"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.697805076984","-76.740748671375","4.2826392892748","4.8139140852923","Atlantic Beach, North Carolina, United States of America","20210504153232","2021-05-04 15:32:32","Default","102335272 (SciStarter)","0","","1552773","39107"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.697797391276","-76.740746618517","4.4581122836098","4.8085652811286","Atlantic Beach, North Carolina, United States of America","20210504153232","2021-05-04 15:32:32","Default","102335272 (SciStarter)","0","","1552774","39107"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.697008631447","-76.742843180257","1.0593674723059","4.8407936469544","Atlantic Beach, North Carolina, United States of America","20210504153232","2021-05-04 15:32:32","Default","102335272 (SciStarter)","0","","1552783","39107"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.697003800058","-76.742872184698","1.1012802701443","4.8051297538739","Atlantic Beach, North Carolina, United States of America","20210504153232","2021-05-04 15:32:32","Default","102335272 (SciStarter)","0","","1552784","39107"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.697090202472","-76.743937120409","1.8669426534325","4.7894245226061","Atlantic Beach, North Carolina, United States of America","20210504153232","2021-05-04 15:32:32","Default","102335272 (SciStarter)","0","","1552786","39107"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.697655356391","-76.740785105733","3.7999142585322","4.799587139458","Atlantic Beach, North Carolina, United States of America","20210504153232","2021-05-04 15:32:32","Default","102335272 (SciStarter)","0","","1552789","39107"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696861630277","-76.779405917761","5.5242503620684","4.3397979969136","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552790","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696730448695","-76.779523809045","2.6554909404367","4.7994313665835","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552791","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696728934507","-76.779534951543","2.5864890972152","4.7919195398186","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552792","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696728934507","-76.779534951543","2.5864890972152","4.7919195398186","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552793","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696725227151","-76.779544807968","3.1419471129775","4.7893868617099","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552794","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696670040892","-76.779738485358","2.186239592731","4.7921449730825","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552796","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696617093092","-76.780762176649","2.2625458966941","4.8497325269449","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552801","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696616830295","-76.780948910407","1.6362310135737","4.8716706162803","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552802","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.6966138063","-76.78095602601","1.7231285544112","4.8778305994371","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552803","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.6966138063","-76.78095602601","1.7231285544112","4.8778305994371","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552804","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696585602741","-76.781137671134","2.1551393372938","4.8989949029868","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552807","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696590587317","-76.781612538249","3.2798126153648","4.8962701846729","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552810","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696639073327","-76.781678791547","3.3951781690121","4.8213209410576","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552811","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696644383914","-76.781653248761","3.2487745368853","4.8160851359849","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552812","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696644383914","-76.781653248761","3.2487745368853","4.8160851359849","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552813","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696503687445","-76.781879417287","3.1796935098246","4.8101471735847","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552814","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.696503463649","-76.78187471923","2.8448304878548","4.8163866627409","Atlantic Beach, North Carolina, United States of America","20210504160629","2021-05-04 16:06:29","Default","102335272 (SciStarter)","0","","1552815","39108"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","2","","44.938614306015","-93.187681613757","272.25206160214","15.535140885066","St. Paul, Minnesota, United States of America","20210513055014","2021-05-13 05:50:14","Default","elliotshively","0","","1566756","39747"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","8","","33.17790252513","-117.32964580332","15.764714766575","65","Carlsbad, California, United States of America","20210705181115","2021-07-05 18:11:15","Default","georgecornell","0","","1631949","41896"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","33.463591566642","-117.68491091278","5.6237354278564","6.0009062052607","Dana Point, California, United States of America","20210911153602","2021-09-11 15:36:02","Default","ballisonsurfer","0","","1720018","44276"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","4","","33.459564685193","-117.67556199018","5.603664809366","6.0009062052607","Capistrano Beach, California, United States of America","20210918165835","2021-09-18 16:58:35","Default","ballisonsurfer","0","","1739098","44681"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","42.363635515517","-71.26065299835","48.700136184692","65","Waltham, Massachusetts, United States of America","20211017210223","2021-10-17 21:02:23","Default","102381917 (SciStarter)","0","","1792049","45926"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","8","","33.463640032316","-117.68489241244","5.6237354278564","6.0009062052607","Dana Point, California, United States of America","20211107174014","2021-11-07 17:40:14","Default","ballisonsurfer","0","","1828061","46589"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","10","","33.463638369346","-117.68489236555","5.6237354278564","6.0009062052607","Dana Point, California, United States of America","20211107174017","2021-11-07 17:40:17","Default","ballisonsurfer","0","","1828062","46589"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","2","","28.396754167069","-80.611889837385","2.5809288024902","6.0299323950301","Cape Canaveral, Florida, United States of America","20211125192501","2021-11-25 19:25:01","Default","LortonJM","0","","1845590","47006"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","22","","28.396754167069","-80.611889837385","2.5809288024902","6.0299323950301","Cape Canaveral, Florida, United States of America","20211125192501","2021-11-25 19:25:01","Default","LortonJM","0","","1845591","47006"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","38.950154394879","-74.884682167391","2.3780479431152","10","Cape May County, New Jersey, United States of America","20221026134849","2022-10-26 13:48:49","","Alainroy345@gmail.com","0","","2247303","56601"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.734217763443","-76.793447264136","8.3449608534575","4.7461598296476","Morehead City, North Carolina, United States of America","20221118134611","2022-11-18 13:46:11","Default","emmav8806","0","","2277297","57465"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","30.689007887887","76.836023994894","319.06664657593","40","Panchkula, Haryana, India","20230728230300","2023-07-28 23:03:00","Default","charu","0","","2567304","67801"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","30.68899270708","76.836026182813","319.06665802002","40","Panchkula, Haryana, India","20230728230316","2023-07-28 23:03:16","Default","charu","0","","2567305","67801"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.010659283013","-117.876103376","164.89224089961","4.7347637013516","West Covina, California, United States of America","20240207201750","2024-02-07 20:17:50","Default","MattPin45","0","","2783553","72300"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.035625815333","-117.77908491584","280.89508992899","4.7346244105685","Pomona, California, United States of America","20240207203922","2024-02-07 20:39:22","Default","rubben.n","0","","2783969","72326"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.035255650866","-117.78381664231","310.54790941719","4.7385574872147","Pomona, California, United States of America","20240207204901","2024-02-07 20:49:01","Default","rubben.n","0","","2783978","72326"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.099378953847","-118.31727928186","115.91987231094","15.98568829663","Los Angeles, California, United States of America","20240207223044","2024-02-07 22:30:44","Default","sanchezjasmin22","0","","2785280","72385"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.099379857662","-118.31690774692","114.90598969162","14.251072490133","Los Angeles, California, United States of America","20240207223143","2024-02-07 22:31:43","Default","sanchezjasmin22","0","","2785282","72385"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.099933250407","-118.12591356034","152.4865315035","4.7392270012171","Los Angeles County, California, United States of America","20240221191524","2024-02-21 19:15:24","Default","Debony Garcia","0","","2793735","72694"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.099566802866","-118.12566253622","152.85840193089","4.7312933236421","Los Angeles County, California, United States of America","20240221191621","2024-02-21 19:16:21","Default","Debony Garcia","0","","2793739","72694"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.099566802866","-118.12566253622","152.85840193089","4.7312933236421","Los Angeles County, California, United States of America","20240221191621","2024-02-21 19:16:21","Default","Debony Garcia","0","","2793740","72694"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.099569335872","-118.12566147223","152.70682866313","4.7351338671256","Los Angeles County, California, United States of America","20240221191622","2024-02-21 19:16:22","Default","Debony Garcia","0","","2793741","72694"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.099551010313","-118.12565175593","152.20581984986","4.7299654709388","Los Angeles County, California, United States of America","20240221191634","2024-02-21 19:16:34","Default","Debony Garcia","0","","2793743","72694"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.099551010313","-118.12565175593","152.20581984986","4.7299654709388","Los Angeles County, California, United States of America","20240221191634","2024-02-21 19:16:34","Default","Debony Garcia","0","","2793744","72694"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.09938438405","-118.12552444006","152.67883761786","4.7329083568955","Los Angeles County, California, United States of America","20240221191700","2024-02-21 19:17:00","Default","Debony Garcia","0","","2793746","72694"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.099389177581","-118.12543761593","151.70742115099","4.7324766153703","Los Angeles County, California, United States of America","20240221191717","2024-02-21 19:17:17","Default","Debony Garcia","0","","2793748","72694"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","5","","33.969393845165","-118.1804840347","40.944791850634","4.7403133855535","Bell Gardens, California, United States of America","20240221193900","2024-02-21 19:39:00","","e.lleeeeeeee","0","","2794051","72707"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","2","","33.969179148875","-118.17850425124","40.178172653541","4.7389064597681","Bell Gardens, California, United States of America","20240221194133","2024-02-21 19:41:33","","e.lleeeeeeee","0","","2794059","72707"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","33.96864692514","-118.17807453463","40.832136072218","4.7414809172128","Bell Gardens, California, United States of America","20240221194332","2024-02-21 19:43:32","","e.lleeeeeeee","0","","2794067","72707"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","33.968771439636","-118.22984720122","46.393511587754","4.7341229811303","Huntington Park, California, United States of America","20240221203044","2024-02-21 20:30:44","Default","Rosaliel","0","","2794198","72716"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.035646710577","-117.78354012418","304.19552993774","8.8957037947634","Pomona, California, United States of America","20240221221243","2024-02-21 22:12:43","Default","rubben.n","0","","2794655","72735"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.036161605194","-117.78275838061","297.28966589458","4.7398999872335","Pomona, California, United States of America","20240221221528","2024-02-21 22:15:28","Default","rubben.n","0","","2794656","72735"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","33.960757410372","-118.27554783237","42.414471551456","6.0009062052607","Los Angeles, California, United States of America","20240225205042","2024-02-25 20:50:42","Default","Mintzuki","0","","2796973","72809"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","3","","33.960538402971","-118.27561523221","42.40358954502","12.659862075184","Los Angeles, California, United States of America","20240225205622","2024-02-25 20:56:22","Default","Mintzuki","0","","2796991","72809"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.05392892588","-118.14182187109","202.6931771785","4.7613338611872","Monterey Park, California, United States of America","20240312221910","2024-03-12 22:19:10","Default","Debony Garcia","0","","2815219","73237"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.054027315811","-118.14201935552","204.5165201854","4.7419389011456","Monterey Park, California, United States of America","20240312222025","2024-03-12 22:20:25","Default","Debony Garcia","0","","2815229","73237"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.054320886628","-118.14193114877","204.47705980763","4.7402755244077","Monterey Park, California, United States of America","20240312222338","2024-03-12 22:23:38","Default","Debony Garcia","0","","2815249","73237"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.054291272524","-118.14176252323","205.25641068723","4.7384762995283","Monterey Park, California, United States of America","20240312222407","2024-03-12 22:24:07","Default","Debony Garcia","0","","2815251","73237"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.054405099111","-118.14167070974","207.22221858986","4.7387988369794","Monterey Park, California, United States of America","20240312222452","2024-03-12 22:24:52","Default","Debony Garcia","0","","2815253","73237"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.054488616485","-118.14167010555","206.93504668307","4.7354516549911","Monterey Park, California, United States of America","20240312222533","2024-03-12 22:25:33","Default","Debony Garcia","0","","2815254","73237"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.054382255707","-118.14148962414","205.18608445767","4.7380601762621","Monterey Park, California, United States of America","20240312222645","2024-03-12 22:26:45","Default","Debony Garcia","0","","2815258","73237"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.054055888872","-118.14145552939","202.65342975594","4.7356451359989","Monterey Park, California, United States of America","20240312222948","2024-03-12 22:29:48","Default","Debony Garcia","0","","2815268","73237"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.011670621167","-117.87121781395","176.8380967835","4.5742526867619","West Covina, California, United States of America","20240313190829","2024-03-13 19:08:29","Default","MattPin45","0","","2815737","73254"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.05025835436","-118.26315318839","102.87145996094","52.3311376","Los Angeles, California, United States of America","20240313193619","2024-03-13 19:36:19","Default","Rosaliel","0","","2815840","73261"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.049891485702","-118.26351218369","90.93205782685","45.205034906435","Los Angeles, California, United States of America","20240313193624","2024-03-13 19:36:24","Default","Rosaliel","0","","2815841","73261"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.04990156252","-118.2635102031","90.817451998505","40.542689372099","Los Angeles, California, United States of America","20240313193625","2024-03-13 19:36:25","Default","Rosaliel","0","","2815842","73261"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.050773709067","-118.26370898989","97.088915228844","14.278408821766","Los Angeles, California, United States of America","20240313193657","2024-03-13 19:36:57","Default","Rosaliel","0","","2815858","73261"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.050773709067","-118.26370898989","97.088915228844","14.278408821766","Los Angeles, California, United States of America","20240313193657","2024-03-13 19:36:57","Default","Rosaliel","0","","2815859","73261"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.050773286496","-118.26376890611","97.387617469765","14.273557212582","Los Angeles, California, United States of America","20240313193658","2024-03-13 19:36:58","Default","Rosaliel","0","","2815860","73261"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.050773286496","-118.26376890611","97.387617469765","14.273557212582","Los Angeles, California, United States of America","20240313193658","2024-03-13 19:36:58","Default","Rosaliel","0","","2815861","73261"
"4ocean Marine Debris Tracker","Cigarette Butts","ALL ITEMS","1","","34.050771007274","-118.26378833673","97.130762620829","14.268053960984","Los Angeles, California, United States of America","20240313193659","2024-03-13 19:36:59","Default","Rosaliel","0","","2815862","73261"
